Marque,Famille,Sous_famille,Parfumeur,Prix_Categorie,Fragrance,Origine,Genre,Année,Ingredients_txt,Concepts_txt
Masakï Paris,FLORAL,FRUITÉ,Leonardo Lucheze,Mass Market,NIJI MAT;,France,Femme,2025,cashmeran boisé musqué vanille poire aqueux musc mandarine rose ambroxan ambre gris melon cerise fève tonka jasmin ylangylang marine muguet,quotidien gai heureux optimiste liberté romantique jour décontracté blanc riche
Nishane,FLORAL,MUSQUÉ,Jordi Fernández,Niche,MEANT TO BE SEEN,Turquie,Unisexe,2025,moxalone musc musc sésame bergamote violette iris civette akigalawood note patchouli bois de santal,quotidien décontracté rond blanc jour romantique confortable florissant automne propre
Bottega Veneta,BOISÉ,BOISÉ,Inconnu,Prestige,HINOKI,Italie,Unisexe,2025,bois hinoki fir balsam oud bois dagar sauge sclarée bergamote patchouli ciste labdanum mousse de chêne poivre noir eucalyptus encens olibanum,intense riche robuste puissant boisé terreux automne hiver elégant gris
Bottega Veneta,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Prestige,GOODMORNING MIDNIGHT,Italie,Unisexe,2025,styrax ciste labdanum bergamote encens olibanum safran akigalawood note patchouli myrrhe jasmin grandiflorum rose damascena fraise vanille oud bois dagar litchi georgywood note cèdre patchouli bois de santal,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Jean Paul Gaultier,FLORAL,GOURMAND,Quentin Bisch,Prestige,GAULTIER DIVINE COLLECTOR 2025,France,Femme,2025,meringues jasmin egypte ylangylang bergamote patchouli eau de mer poivre rose lys musc frangipanier jasmin sambac benjoin,rond riche quotidien généreux gai heureux optimiste liberté joyeux intense
Costume National,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Jean-Christophe Hérault,Niche,FIERY AMBER,Italie,Unisexe,2025,cèdre virginie ambroxan ambre gris safran vétiver vanille ciste labdanum patchouli,intense riche robuste puissant nuit oriental ambré rond lourd tapeàlœil
Diptyque,FLORAL,FLORAL,Fabrice Pellegrin,Niche,EAU ROSE EAU DE PARFUM HOLIDAY EDITION 2025,France,Unisexe,2025,camomille rose artichaut rose damascena rose centifolia litchi,quotidien florissant romantique décontracté jour printemps riche blanc rond intense
Diptyque,FLORAL,FLORAL,Cécile Matton,Niche,DO SON EAU DE PARFUM HOLIDAY EDITION 2025,France,Unisexe,2025,musc petitgrain jasmin baies rouges jonquille benjoin iris tubéreuse amberwood fleur doranger,quotidien florissant romantique rond décontracté jour riche blanc floral printemps
Bottega Veneta,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Inconnu,Prestige,ALMOST DAWN,Italie,Unisexe,2025,patchouli poivre noir truffe vanille ambre fève tonka cèdre poivre rose clearwood note patchouli châtaigne,intense riche robuste puissant nuit oriental ambré rond lourd tapeàlœil
Jo Malone London,BOISÉ,EPICÉ,Anne Flipo,Niche,SANDALWOOD & SPICED APRICOT,Royaume-Uni,Unisexe,2025,vanille cardamome bois de santal abricot,hiver intense riche robuste puissant décontracté nuit quotidien automne marron
M. Micallef,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Daniela Marty,Niche,NOTORIOUS XO,France,Homme,2025,ambre cuir aqueux musc fève tonka bois de santal vanille cannelle praline cognac poivre chêne cardamome,intense riche robuste puissant nuit oriental ambré rond chaud hiver
Etat Libre d'Orange,CITRUS,CITRUS,Mathieu Nardin,Niche,ABOVE THE WAVES,France,Unisexe,2025,bergamote cèdre thé maté fève tonka vétiver thé ceylan thé noir cardamome encens olibanum,frais quotidien décontracté jour unisexe hespéridé dynamique pétillant vigoureux acide
Fugazzi,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Niche,VANILLA HAZE EXTRAIT,Pays-Bas,Unisexe,2025,fève tonka cashmeran boisé musqué vanille vanille bourbon caramel musc noisette safran lait de coco clou de girofle akigalawood note patchouli,intense riche robuste puissant boisé hiver marron noir automne nuit
Xerjoff,FLORAL,FLORAL,Inconnu,Niche,LOUIS XV 1722 ROSÉ,Italie,Unisexe,2025,framboise bois de santal rose poire caramel prune vanille musc patchouli géranium bourgeons de cassis cèdre,quotidien floral florissant rond romantique blanc décontracté jour riche féminin
L'Occitane,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Inconnu,Mass Market,LAVANDE BLANCHE,France,Unisexe,2025,lavande bergamote cèdre rose lavende provence musc,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
D.S. &amp; Durga,BOISÉ,AMBRÉ (ORIENTAL),David Seth Moltz,Niche,WELL DRESSED WEREWOLF,États-Unis d'Amérique,Unisexe,2025,jasmin foin cèdre notes animales patchouli ciste labdanum violette castoreum ambre gris,intense riche robuste puissant boisé hiver automne décontracté marron nuit
Dolce &amp; Gabbana,FLORAL,MUSQUÉ,Nathalie Lorson,Prestige,SICILY RE-EDITION 2003,Italie,Femme,2025,bois de santal chèvrefeuille musc jasmin heliotrope bergamote,quotidien décontracté rond jour blanc propre automne confortable romantique charnel
Jo Loves,FLORAL,GOURMAND,Inconnu,Niche,ROSE & DATES,Royaume-Uni,Unisexe,2025,vanille poivre rose pivoine ambre encens olibanum musc rose jasmin,quotidien généreux gai heureux optimiste liberté joyeux riche décontracté intense
Lalique,FLORAL,MUSQUÉ,Alex Lee,Prestige,FORTUNE LEAVES CRYSTAL EDITION 2025,France,Unisexe,2025,musc angélique poivre rose graine dambrette iris lentisque rose,quotidien décontracté propre jour rond automne innocent vaporeux confortable pur
Dolce &amp; Gabbana,FOUGÈRE AROMATIQUE,CITRUS,Dominique Ropion,Prestige,DOLCE&GABBANA MASCULINE RE-EDITION 1999,Italie,Homme,2025,lavande citron patchouli vétiver bergamote fleur doranger,quotidien décontracté jour dynamique energisant sportif eté printemps frais pétillant
Comme des Garçons,CHYPRE,VERT,Inconnu,Niche,CLASSIQUE PERDU x VAQUERA,Japon,Unisexe,2025,styrax daim iris bois de santal rose cassis evernyl mousse sauge sclarée feuille de tomate lavandin,intense riche robuste puissant original affirmé forêt elégant confiant mousseux
Atkinsons London 1799,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Maurice Roucel,Niche,AMBRE ROYAL,Royaume-Uni,Unisexe,2025,magnolia encens olibanum ylangylang vétiver ciste labdanum bois de santal,intense riche robuste puissant nuit automne généreux chaud chaud confiant
Elizabeth Arden,FLORAL,FRUITÉ,Inconnu,Prestige,5TH AVENUE NYC DOWNTOWN,États-Unis d'Amérique,Femme,2025,pêche notes florales notes boisées sauge sclarée ambre,quotidien jour riche décontracté intense robuste puissant automne féminin exotique
Armaf,AMBRÉ (ORIENTAL),GOURMAND,Inconnu,Mass Market,ODYSSEY TOFFEE COFFEE,Émirats Arabes Unis,Unisexe,2025,safran bergamote musc confiture de lait mousse de chêne toffee caramel lait sucre de canne notes florales café ambre vanille miel notes boisées rose bulgarie,intense riche puissant robuste nuit généreux chaud boisé mystique chaleur
Armaf,FOUGÈRE AROMATIQUE,EPICÉ,Inconnu,Mass Market,ODYSSEY SPECTRA BLU EDITION,Émirats Arabes Unis,Unisexe,2025,vanille lavande cannelle feuille de tabac pomme bergamote patchouli muguet fleur doranger fève tonka ambre,décontracté quotidien jour dynamique energisant sportif pétillant intense eté marin
Armaf,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,ODYSSEY REVOLUTION ULTRA EDITION,Émirats Arabes Unis,Homme,2025,patchouli orange sanguine cardamome prune sauge sclarée fève tonka praline ananas vanille,intense riche robuste puissant hiver nuit quotidien décontracté boisé automne
Armaf,FLORAL,FRUITÉ,Inconnu,Mass Market,ODYSSEY GO MANGO,Émirats Arabes Unis,Unisexe,2025,ambre citron musc vanille noix gingembre fève tonka bois secs mangue poivre rose notes florales bois de gaïac,quotidien gai heureux optimiste liberté joyeux romantique jour exotique coloré
Armaf,AMBRÉ (ORIENTAL),GOURMAND,Inconnu,Mass Market,ODYSSEY EAU DE MONTAGNE,Émirats Arabes Unis,Unisexe,2025,cacao musc amande bois de santal lait notes florales notes épicées vanille,nuit généreux intense riche puissant robuste sucré chaud chaud hiver
Armaf,AMBRÉ (ORIENTAL),GOURMAND,Inconnu,Mass Market,ODYSSEY BLACK FOREST,Émirats Arabes Unis,Unisexe,2025,musc noix de muscade notes boisées lait vanille cannelle cerise fève tonka dates caramel miel praline notes florales,intense riche puissant robuste généreux nuit chaud boisé mystique chaleur
Armaf,FLORAL,AQUEUX,Inconnu,Mass Market,ODYSSEY BA HA MAS,Émirats Arabes Unis,Unisexe,2025,salé algues nénuphar encens olibanum ambre musc mousse de chêne melon aqueux poire cèdre sucre pomme verte,radiant printemps gai heureux optimiste liberté quotidien aquatique eté gelé
Armaf,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Mass Market,ODYSSEY ARTISTO,Émirats Arabes Unis,Unisexe,2025,bergamote ambre noix de coco vanille noix cannelle sauge sclarée fleurs tropicales fève tonka,intense riche robuste puissant girly sucré généreux quotidien lourd tapeàlœil
Britney Spears,FLORAL,GOURMAND,Natasha Côté-Mouzannar,Mass Market,FANTASY DID IT AGAIN 2025,États-Unis d'Amérique,Femme,2025,bois de santal musc mandarine poire muguet rose cerise lavande lait damande,quotidien généreux gai heureux optimiste liberté joyeux riche décontracté intense
Nishane,BOISÉ,AMBRÉ (ORIENTAL),Catherine Jarno,Niche,A DATE WITH OUD,Turquie,Unisexe,2025,encens olibanum leatherwood dates oud bois dagar fève tonka pamplemousse poivre noir,intense riche robuste puissant boisé hiver automne nuit noir marron
M. Micallef,FLORAL,AMBRÉ (ORIENTAL),Geoffrey Nejman,Niche,1707 ROUGE SPECIAL EDITION FOR FORTNUM & MASON,France,Unisexe,2025,bois de santal oud bois dagar musc kiwi vanille narcisse rose tubéreuse fleur doranger patchouli ambre gris abricot,quotidien rond riche décontracté intense robuste puissant généreux jour féminin
Parfums de Marly,AMBRÉ (ORIENTAL),FLORAL,Inconnu,Niche,ERAGON,France,Unisexe,2025,davana cypriol nagarmota bergamote patchouli cardamome vanille poivre rose cannelle cuir mandarine fève tonka,riche intense robuste puissant généreux nuit décontracté quotidien hiver chaud
L'Occitane,FLORAL,MUSQUÉ,Shyamala Maisondieu,Mass Market,NOBLE ÉPINE,France,Unisexe,2025,pivoine musc amande magnolia poire notes boisées aubépine ambroxan ambre gris bergamote,quotidien décontracté jour rond automne riche puissant féminin confortable blanc
Roja Parfums,CUIR,FRUITÉ,Julie Lerendu,Niche,NEIMAN MARCUS,Royaume-Uni,Unisexe,2025,jasmin osmanthus daim safran musc bois de santal patchouli iris framboise caramel miel vanille bourgeons de cassis,intense riche robuste puissant tapeàlœil remarquable automne exotique affirmé confiant
Ormaie,BOISÉ,AMBRÉ (ORIENTAL),Serge de Oliveira,Niche,L'IVRÉE NUIT,France,Unisexe,2025,nectarine cashmeran boisé musqué encens olibanum vanille pêche mangue musc fruit de la passion accord boisé ambré,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Armaf,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Mass Market,CLUB DE NUIT PRECIEUX IV,Émirats Arabes Unis,Unisexe,2025,eau de mer ylangylang musc vanille pomme baies rouges crème chantilly bergamote fève tonka jasmin lys patchouli,intense riche robuste puissant généreux girly sucré lourd tapeàlœil automne
Initio Parfums Privé,FLORAL,FLORAL,Inconnu,Niche,CAN'T GET ENOUGH,France,Unisexe,2025,fève tonka vanille rose turquie poivre rose hedione jasminé caramel,quotidien florissant romantique décontracté jour printemps riche blanc rond intense
Ormaie,FLORAL,FLORAL,Inconnu,Niche,32°,France,Unisexe,2025,palo santo ylangylang poire freesia chèvrefeuille musc néroli daim tubéreuse cashmeran boisé musqué noix de coco,floral florissant quotidien féminin romantique riche rond coloré exotique automne
Parfums de Marly,FOUGÈRE AROMATIQUE,CITRUS,Inconnu,Niche,VALERO,France,Unisexe,2025,cyprès lavande patchouli ambrox ambre gris bois de santal géranium bergamote baies de genièvre cédrat noix de muscade,quotidien décontracté jour pétillant energisant sportif eté dynamique frais marin
Parfums de Marly,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Niche,CARIOS,France,Unisexe,2025,cèdre safran géranium mandarine rouge poivre rose ambroxan ambre gris vétiver poivre noir fève tonka thym bergamote,robuste intense riche puissant boisé automne hiver décontracté nuit quotidien
Bon Parfumeur,BOISÉ,GOURMAND,Clément Marx,Mass Market,502 IRIS CARTAGENA EAU DE PARFUM 2025,France,Unisexe,2025,cacao vanille eucalyptus mandarine café papyrus iris beurre de cacao petitgrain rhum vétiver java santal inde,intense riche puissant boisé robuste automne hiver généreux nuit chaud
Yves Saint Laurent,FLORAL,FLORAL,Carlos Benaïm,Niche,VELOURS FLAMBOYANT ROSE,France,Unisexe,2025,rose damascena musc iris patchouli jasmin poivre rose thé blanc vétiver,quotidien florissant romantique rond décontracté jour riche blanc floral printemps
Valentino,BOISÉ,CITRUS,"Jean-Christophe Hérault,Carlos Benaïm",Prestige,VALENTINO UOMO BORN IN ROMA IVORY 2025,Italie,Homme,2025,bois fumés bergamote lavandin,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Jovoy,BOISÉ,AMBRÉ (ORIENTAL),Véronique Nyberg,Niche,HA LONG BAY,France,Unisexe,2025,poivre noir accord boisé ambré cèdre orcanox ambre gris patchouli cuir cypriol nagarmota mangue cardamome,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Gucci,AMBRÉ (ORIENTAL),MUSQUÉ,"Mathilde Bijaoui,Julie Massé",Niche,MUSCHIO MINERALIS,Italie,Unisexe,2025,musc vanille bourbon cumin résine délémi poivre rose orcanox ambre gris patchouli encens olibanum ambre gris,rond puissant décontracté fixateur hiver automne riche nuit généreux charnel
Moschino,AMBRÉ (ORIENTAL),FLORAL,Jordi Fernández,Prestige,MOSCHINO TOY BOY 2,Italie,Homme,2025,noix de muscade cardamome akigalawood note patchouli café ciste labdanum myrrhe cèdre virginie géranium egypte safran ambrofix ambre gris gingembre inde poivre noir vétiver haïti,rond riche intense robuste puissant généreux nuit tapeàlœil décontracté charnel
Atelier Materi,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Céline Perdriel,Niche,BLACK OREGANO,France,Unisexe,2025,vétiver haïti ciste labdanum citron vert patchouli indonésie origan santal australie romarin cardamome cuir oud bois dagar,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Montale,FLORAL,FRUITÉ,Inconnu,Niche,BE MY PLUM,France,Unisexe,2025,noix de coco sucre fleurs blanches prune cashmeran boisé musqué poivre rose,quotidien romantique jour décontracté printemps florissant eté blanc gai heureux
Ariana Grande,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,WICKED FOR GOOD ELPHABA ENCHANTED 2025,États-Unis d'Amérique,Unisexe,2025,mousse de chêne pomme verte cacao vanille prune oud bois dagar freesia ipomée blanche,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Pierre Guillaume Paris,FLORAL,AMBRÉ (ORIENTAL),Pierre Guillaume,Niche,VOLUPTE NOIRE,France,Unisexe,2025,dates ambre fleur de tilleul bergamote fleurs blanches miel acacia chêne davana jasmin musc,quotidien décontracté riche romantique florissant jour intense robuste puissant rond
Franck Olivier,CUIR,CITRUS,Inconnu,Mass Market,TRIBAL BLACK,France,Unisexe,2025,mandarine mugane muguet vanille cardamome accord boisé ambré orcanox ambre gris bergamote safran feuilles de chili,robuste intense riche puissant or exotique automne confiant tapeàlœil nuit
Juliette has a Gun,FLORAL,MUSQUÉ,Inconnu,Niche,POWDER LOVE,France,Unisexe,2025,musc marshmallow fève tonka barbe à papa dragée fleur doranger ambroxan ambre gris,quotidien décontracté rond jour automne blanc généreux liberté confortable gai
Ormonde Jayne,FLORAL,CITRUS,Geza Schoen,Prestige,OSMANTHUS PARFUM,Royaume-Uni,Unisexe,2025,cèdre musc pomelo poivre jamaïque jasmin sambac ciste labdanum davana osmanthus vétiver nénuphar,quotidien décontracté jour blanc florissant lumière radiant printemps ensoleillé optimiste
Ormonde Jayne,BOISÉ,BOISÉ,"Geza Schoen,",Prestige,ORMONDE WOMAN PARFUM,Royaume-Uni,Femme,2025,jasmin coriandre cèdre tsuga vétiver cardamome bois de santal herbe coupée ambre violette,intense riche robuste puissant boisé elégant automne hiver terreux marron
Ormonde Jayne,BOISÉ,BOISÉ,Geza Schoen,Prestige,ORMONDE MAN PARFUM,Royaume-Uni,Homme,2025,poivre rose tsuga coriandre musc cardamome bois de santal baies de genièvre bergamote oud bois dagar vétiver cèdre,intense riche robuste puissant boisé hiver marron quotidien décontracté elégant
Armaf,FLORAL,GOURMAND,Inconnu,Mass Market,ODYSSEY MARSHMALLOW,Émirats Arabes Unis,Unisexe,2025,pomme noix de coco pivoine muguet marshmallow vanille fleur doranger praline musc citron ambre abricot fraise fève tonka pêche framboise mascarpone,quotidien riche généreux gai heureux optimiste liberté joyeux rond intense
Atelier des Ors,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Marie Salamagne,Niche,NOVAE VANILLA,France,Unisexe,2025,vanille bourbon notes minérales musc vanille bleue accord boisé ambré vanille madagascar mimosa,intense riche robuste puissant nuit oriental ambré rond lourd tapeàlœil
Escentric Molecules,BOISÉ,BOISÉ,Geza Schoen,Niche,MOLECULE 01 + CISTUS,Royaume-Uni,Unisexe,2025,iso e super note cèdre ciste labdanum,intense riche robuste puissant terreux automne hiver gris boisé quotidien
Atkinsons London 1799,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Fabrice Pellegrin,Niche,MIDNIGHT SCENTED DREAM,Royaume-Uni,Unisexe,2025,jasmin à floraison nocturne anthamber paradisone jasminé bergamote vanille amande bois de santal jasmin sambac,intense riche robuste puissant nuit oriental ambré rond lourd tapeàlœil
